工作表,行号,列号,单元格,数据值,公式
项目评估汇总（昆山90%）,17,Q,Q17,"=VLOOKUP(Q3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,R,R17,"=VLOOKUP(R3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,S,S17,"=VLOOKUP(S3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,T,T17,"=VLOOKUP(T3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,U,U17,"=VLOOKUP(U3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,V,V17,"=VLOOKUP(V3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,W,W17,"=VLOOKUP(W3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,X,X17,"=VLOOKUP(X3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,Y,Y17,"=VLOOKUP(Y3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,17,Z,Z17,"=VLOOKUP(Z3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$L$24,11,0)*运营工时费报价基准!$D$6/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,B,B18,—前工程效率 - 公共制程,
项目评估汇总（昆山90%）,18,C,C18,工厂公共制程标准工时费,
项目评估汇总（昆山90%）,18,D,D18,工厂公共制程标准工时费*工时,
项目评估汇总（昆山90%）,18,E,E18,=F18*$F$5+G18*$G$5+H18*$H$5+$I$5*I18+J18*$J$5+K18*$K$5+L18*$L$5+M18*$M$5,=F18*$F$5+G18*$G$5+H18*$H$5+$I$5*I18+J18*$J$5+K18*$K$5+L18*$L$5+M18*$M$5
项目评估汇总（昆山90%）,18,F,F18,=配置明细!M24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5,=配置明细!M24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5
项目评估汇总（昆山90%）,18,G,G18,=F18,=F18
项目评估汇总（昆山90%）,18,H,H18,=G18,=G18
项目评估汇总（昆山90%）,18,I,I18,=H18,=H18
项目评估汇总（昆山90%）,18,J,J18,=I18,=I18
项目评估汇总（昆山90%）,18,K,K18,=J18,=J18
项目评估汇总（昆山90%）,18,N,N18,=(E18/$E$5)/($N$7-$E$13/$E$5),=(E18/$E$5)/($N$7-$E$13/$E$5)
项目评估汇总（昆山90%）,18,O,O18,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f33c20>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f33c20>
项目评估汇总（昆山90%）,18,P,P18,"=VLOOKUP(P3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(P3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,Q,Q18,"=VLOOKUP(Q3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,R,R18,"=VLOOKUP(R3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,S,S18,"=VLOOKUP(S3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,T,T18,"=VLOOKUP(T3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,U,U18,"=VLOOKUP(U3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,V,V18,"=VLOOKUP(V3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,W,W18,"=VLOOKUP(W3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,X,X18,"=VLOOKUP(X3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,Y,Y18,"=VLOOKUP(Y3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,18,Z,Z18,"=VLOOKUP(Z3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$M$24,12,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,B,B19,—后工程 - 总装 ,
项目评估汇总（昆山90%）,19,C,C19,工厂总装标准工时费,
项目评估汇总（昆山90%）,19,D,D19,工厂总装标准工时费*工时,
项目评估汇总（昆山90%）,19,E,E19,=F19*$F$5+G19*$G$5+H19*$H$5+$I$5*I19+J19*$J$5+K19*$K$5+L19*$L$5+M19*$M$5,=F19*$F$5+G19*$G$5+H19*$H$5+$I$5*I19+J19*$J$5+K19*$K$5+L19*$L$5+M19*$M$5
项目评估汇总（昆山90%）,19,F,F19,=配置明细!N24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5,=配置明细!N24*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5
项目评估汇总（昆山90%）,19,G,G19,=F19,=F19
项目评估汇总（昆山90%）,19,H,H19,=G19,=G19
项目评估汇总（昆山90%）,19,I,I19,=H19,=H19
项目评估汇总（昆山90%）,19,J,J19,=I19,=I19
项目评估汇总（昆山90%）,19,K,K19,=J19,=J19
项目评估汇总（昆山90%）,19,N,N19,=(E19/$E$5)/($N$7-$E$13/$E$5),=(E19/$E$5)/($N$7-$E$13/$E$5)
项目评估汇总（昆山90%）,19,O,O19,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f32510>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f32510>
项目评估汇总（昆山90%）,19,P,P19,"=VLOOKUP(P3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(P3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,Q,Q19,"=VLOOKUP(Q3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Q3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,R,R19,"=VLOOKUP(R3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(R3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,S,S19,"=VLOOKUP(S3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(S3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,T,T19,"=VLOOKUP(T3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(T3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,U,U19,"=VLOOKUP(U3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(U3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,V,V19,"=VLOOKUP(V3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(V3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,W,W19,"=VLOOKUP(W3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(W3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,X,X19,"=VLOOKUP(X3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(X3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,Y,Y19,"=VLOOKUP(Y3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Y3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,19,Z,Z19,"=VLOOKUP(Z3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5","=VLOOKUP(Z3,配置明细!$B$2:$N$24,13,0)*运营工时费报价基准!$E$8/运营工时费报价基准!$M$5"
项目评估汇总（昆山90%）,20,A,A20,单套设备成本（元/PCS）,
项目评估汇总（昆山90%）,20,E,E20,=F20*$F$5+G20*$G$5+H20*$H$5+$I$5*I20+J20*$J$5+K20*$K$5+L20*$L$5+M20*$M$5,=F20*$F$5+G20*$G$5+H20*$H$5+$I$5*I20+J20*$J$5+K20*$K$5+L20*$L$5+M20*$M$5
项目评估汇总（昆山90%）,20,F,F20,=F21+F22,=F21+F22
项目评估汇总（昆山90%）,20,G,G20,=G21+G22,=G21+G22
项目评估汇总（昆山90%）,20,H,H20,=H21+H22,=H21+H22
项目评估汇总（昆山90%）,20,I,I20,=H20,=H20
项目评估汇总（昆山90%）,20,J,J20,=I20,=I20
项目评估汇总（昆山90%）,20,K,K20,=J20,=J20
项目评估汇总（昆山90%）,20,N,N20,=(E20/$E$5)/($N$7-$E$13/$E$5),=(E20/$E$5)/($N$7-$E$13/$E$5)
项目评估汇总（昆山90%）,20,O,O20,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f44800>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f44800>
项目评估汇总（昆山90%）,20,P,P20,=P21+P22,=P21+P22
项目评估汇总（昆山90%）,20,Q,Q20,=Q21+Q22,=Q21+Q22
项目评估汇总（昆山90%）,20,R,R20,=R21+R22,=R21+R22
项目评估汇总（昆山90%）,20,S,S20,=S21+S22,=S21+S22
项目评估汇总（昆山90%）,20,T,T20,=T21+T22,=T21+T22
项目评估汇总（昆山90%）,20,U,U20,=U21+U22,=U21+U22
项目评估汇总（昆山90%）,20,V,V20,=V21+V22,=V21+V22
项目评估汇总（昆山90%）,20,W,W20,=W21+W22,=W21+W22
项目评估汇总（昆山90%）,20,X,X20,=X21+X22,=X21+X22
项目评估汇总（昆山90%）,20,Y,Y20,=Y21+Y22,=Y21+Y22
项目评估汇总（昆山90%）,20,Z,Z20,=Z21+Z22,=Z21+Z22
项目评估汇总（昆山90%）,21,B,B21,—共用设备（元/PCS),
项目评估汇总（昆山90%）,21,D,D21,年折旧*使用年限/产量,
项目评估汇总（昆山90%）,21,E,E21,=F21*$F$5+G21*$G$5+H21*$H$5+$I$5*I21+J21*$J$5+K21*$K$5+L21*$L$5+M21*$M$5,=F21*$F$5+G21*$G$5+H21*$H$5+$I$5*I21+J21*$J$5+K21*$K$5+L21*$L$5+M21*$M$5
项目评估汇总（昆山90%）,21,F,F21,=设备投资明细!K30,=设备投资明细!K30
项目评估汇总（昆山90%）,21,G,G21,=F21,=F21
项目评估汇总（昆山90%）,21,H,H21,=G21,=G21
项目评估汇总（昆山90%）,21,I,I21,=H21,=H21
项目评估汇总（昆山90%）,21,J,J21,=I21,=I21
项目评估汇总（昆山90%）,21,K,K21,=J21,=J21
项目评估汇总（昆山90%）,21,N,N21,=(E21/$E$5)/($N$7-$E$13/$E$5),=(E21/$E$5)/($N$7-$E$13/$E$5)
项目评估汇总（昆山90%）,21,O,O21,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc4a0e1340>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc4a0e1340>
项目评估汇总（昆山90%）,21,P,P21,=设备投资明细!Q30,=设备投资明细!Q30
项目评估汇总（昆山90%）,21,Q,Q21,=设备投资明细!R30,=设备投资明细!R30
项目评估汇总（昆山90%）,21,R,R21,=设备投资明细!S30,=设备投资明细!S30
项目评估汇总（昆山90%）,21,S,S21,=设备投资明细!T30,=设备投资明细!T30
项目评估汇总（昆山90%）,21,T,T21,=设备投资明细!U30,=设备投资明细!U30
项目评估汇总（昆山90%）,21,U,U21,=设备投资明细!V30,=设备投资明细!V30
项目评估汇总（昆山90%）,21,V,V21,=设备投资明细!W30,=设备投资明细!W30
项目评估汇总（昆山90%）,21,W,W21,=设备投资明细!X30,=设备投资明细!X30
项目评估汇总（昆山90%）,21,X,X21,=设备投资明细!Y30,=设备投资明细!Y30
项目评估汇总（昆山90%）,21,Y,Y21,=设备投资明细!Z30,=设备投资明细!Z30
项目评估汇总（昆山90%）,21,Z,Z21,=设备投资明细!AA30,=设备投资明细!AA30
项目评估汇总（昆山90%）,22,B,B22,—专用设备（元/PCS),
项目评估汇总（昆山90%）,22,D,D22,总价值／产量,
项目评估汇总（昆山90%）,22,E,E22,=F22*$F$5+G22*$G$5+H22*$H$5+$I$5*I22+J22*$J$5+K22*$K$5+L22*$L$5+M22*$M$5,=F22*$F$5+G22*$G$5+H22*$H$5+$I$5*I22+J22*$J$5+K22*$K$5+L22*$L$5+M22*$M$5
项目评估汇总（昆山90%）,22,F,F22,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!N27,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!N27
项目评估汇总（昆山90%）,22,G,G22,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!L25,=设备投资明细!J40+项目专用模具!L13+'项目工装投入 '!L25
项目评估汇总（昆山90%）,22,H,H22,=G22,=G22
项目评估汇总（昆山90%）,22,I,I22,=H22,=H22
项目评估汇总（昆山90%）,22,J,J22,=I22,=I22
项目评估汇总（昆山90%）,22,K,K22,=J22,=J22
项目评估汇总（昆山90%）,22,N,N22,=(E22/$E$5)/($N$7-$E$13/$E$5),=(E22/$E$5)/($N$7-$E$13/$E$5)
项目评估汇总（昆山90%）,22,O,O22,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f4e1b0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f4e1b0>
项目评估汇总（昆山90%）,22,P,P22,=设备投资明细!Q40+项目专用模具!O12+'项目工装投入 '!O15,=设备投资明细!Q40+项目专用模具!O12+'项目工装投入 '!O15
项目评估汇总（昆山90%）,22,Q,Q22,=设备投资明细!R40+项目专用模具!P12+'项目工装投入 '!P15,=设备投资明细!R40+项目专用模具!P12+'项目工装投入 '!P15
项目评估汇总（昆山90%）,22,R,R22,=设备投资明细!S40+项目专用模具!Q12+'项目工装投入 '!Q15,=设备投资明细!S40+项目专用模具!Q12+'项目工装投入 '!Q15
项目评估汇总（昆山90%）,22,S,S22,=设备投资明细!T40+项目专用模具!R12+'项目工装投入 '!R15,=设备投资明细!T40+项目专用模具!R12+'项目工装投入 '!R15
项目评估汇总（昆山90%）,22,T,T22,=设备投资明细!U40+项目专用模具!S12+'项目工装投入 '!S15,=设备投资明细!U40+项目专用模具!S12+'项目工装投入 '!S15
项目评估汇总（昆山90%）,22,U,U22,=设备投资明细!V40+项目专用模具!T12+'项目工装投入 '!T15,=设备投资明细!V40+项目专用模具!T12+'项目工装投入 '!T15
项目评估汇总（昆山90%）,22,V,V22,=设备投资明细!W40+项目专用模具!U12+'项目工装投入 '!U15,=设备投资明细!W40+项目专用模具!U12+'项目工装投入 '!U15
项目评估汇总（昆山90%）,22,W,W22,=设备投资明细!X40+项目专用模具!V12+'项目工装投入 '!V15,=设备投资明细!X40+项目专用模具!V12+'项目工装投入 '!V15
项目评估汇总（昆山90%）,22,X,X22,=设备投资明细!Y40+项目专用模具!W12+'项目工装投入 '!W15,=设备投资明细!Y40+项目专用模具!W12+'项目工装投入 '!W15
项目评估汇总（昆山90%）,22,Y,Y22,=设备投资明细!Z40+项目专用模具!X12+'项目工装投入 '!X15,=设备投资明细!Z40+项目专用模具!X12+'项目工装投入 '!X15
项目评估汇总（昆山90%）,22,Z,Z22,=设备投资明细!AA40+项目专用模具!Y12+'项目工装投入 '!Y15,=设备投资明细!AA40+项目专用模具!Y12+'项目工装投入 '!Y15
项目评估汇总（昆山90%）,23,A,A23,制造费用(单套) D=①+②+③+④,
项目评估汇总（昆山90%）,23,E,E23,=F23*$F$5+G23*$G$5+H23*$H$5+$I$5*I23+J23*$J$5+K23*$K$5+L23*$L$5+M23*$M$5,=F23*$F$5+G23*$G$5+H23*$H$5+$I$5*I23+J23*$J$5+K23*$K$5+L23*$L$5+M23*$M$5
项目评估汇总（昆山90%）,23,F,F23,=F24+F25+F26+F27+F28+F29+F30,=F24+F25+F26+F27+F28+F29+F30
项目评估汇总（昆山90%）,23,G,G23,=G24+G25+G26+G27+G28+G29+G30,=G24+G25+G26+G27+G28+G29+G30
项目评估汇总（昆山90%）,23,H,H23,=H24+H25+H26+H27+H28+H29+H30,=H24+H25+H26+H27+H28+H29+H30
项目评估汇总（昆山90%）,23,I,I23,=I24+I25+I26+I27+I28+I29+I30,=I24+I25+I26+I27+I28+I29+I30
项目评估汇总（昆山90%）,23,J,J23,=J24+J25+J26+J27+J28+J29+J30,=J24+J25+J26+J27+J28+J29+J30
项目评估汇总（昆山90%）,23,K,K23,=K24+K25+K26+K27+K28+K29+K30,=K24+K25+K26+K27+K28+K29+K30
项目评估汇总（昆山90%）,23,N,N23,=(E23/$E$5)/($N$7-$E$13/$E$5),=(E23/$E$5)/($N$7-$E$13/$E$5)
项目评估汇总（昆山90%）,23,O,O23,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f447a0>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f447a0>
项目评估汇总（昆山90%）,23,P,P23,=P24+P25+P26+P27+P28+P29+P30,=P24+P25+P26+P27+P28+P29+P30
项目评估汇总（昆山90%）,23,Q,Q23,=Q24+Q25+Q26+Q27+Q28+Q29+Q30,=Q24+Q25+Q26+Q27+Q28+Q29+Q30
项目评估汇总（昆山90%）,23,R,R23,=R24+R25+R26+R27+R28+R29+R30,=R24+R25+R26+R27+R28+R29+R30
项目评估汇总（昆山90%）,23,S,S23,=S24+S25+S26+S27+S28+S29+S30,=S24+S25+S26+S27+S28+S29+S30
项目评估汇总（昆山90%）,23,T,T23,=T24+T25+T26+T27+T28+T29+T30,=T24+T25+T26+T27+T28+T29+T30
项目评估汇总（昆山90%）,23,U,U23,=U24+U25+U26+U27+U28+U29+U30,=U24+U25+U26+U27+U28+U29+U30
项目评估汇总（昆山90%）,23,V,V23,=V24+V25+V26+V27+V28+V29+V30,=V24+V25+V26+V27+V28+V29+V30
项目评估汇总（昆山90%）,23,W,W23,=W24+W25+W26+W27+W28+W29+W30,=W24+W25+W26+W27+W28+W29+W30
项目评估汇总（昆山90%）,23,X,X23,=X24+X25+X26+X27+X28+X29+X30,=X24+X25+X26+X27+X28+X29+X30
项目评估汇总（昆山90%）,23,Y,Y23,=Y24+Y25+Y26+Y27+Y28+Y29+Y30,=Y24+Y25+Y26+Y27+Y28+Y29+Y30
项目评估汇总（昆山90%）,23,Z,Z23,=Z24+Z25+Z26+Z27+Z28+Z29+Z30,=Z24+Z25+Z26+Z27+Z28+Z29+Z30
项目评估汇总（昆山90%）,24,B,B24,—间接人工,
项目评估汇总（昆山90%）,24,C,C24,工厂费率,
项目评估汇总（昆山90%）,24,D,D24,工厂费率*工时,
项目评估汇总（昆山90%）,24,E,E24,=F24*$F$5+G24*$G$5+H24*$H$5+$I$5*I24+J24*$J$5+K24*$K$5+L24*$L$5+M24*$M$5,=F24*$F$5+G24*$G$5+H24*$H$5+$I$5*I24+J24*$J$5+K24*$K$5+L24*$L$5+M24*$M$5
项目评估汇总（昆山90%）,24,F,F24,=(配置明细!$L$24+配置明细!$M$24+配置明细!$N$24)*运营工时费报价基准!E10,=(配置明细!$L$24+配置明细!$M$24+配置明细!$N$24)*运营工时费报价基准!E10
项目评估汇总（昆山90%）,24,G,G24,=F24,=F24
项目评估汇总（昆山90%）,24,H,H24,=G24,=G24
项目评估汇总（昆山90%）,24,I,I24,=H24,=H24
项目评估汇总（昆山90%）,24,J,J24,=I24,=I24
项目评估汇总（昆山90%）,24,K,K24,=J24,=J24
项目评估汇总（昆山90%）,24,N,N24,=(E24/$E$5)/($N$7-$E$13/$E$5),=(E24/$E$5)/($N$7-$E$13/$E$5)
项目评估汇总（昆山90%）,24,O,O24,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f61760>,<openpyxl.worksheet.formula.ArrayFormula object at 0x7efc49f61760>
项目评估汇总（昆山90%）,24,P,P24,"=(VLOOKUP(P$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(P$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(P$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10","=(VLOOKUP(P$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(P$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(P$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10"
项目评估汇总（昆山90%）,24,Q,Q24,"=(VLOOKUP(Q$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(Q$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(Q$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10","=(VLOOKUP(Q$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(Q$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(Q$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10"
项目评估汇总（昆山90%）,24,R,R24,"=(VLOOKUP(R$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(R$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(R$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10","=(VLOOKUP(R$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(R$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(R$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10"
项目评估汇总（昆山90%）,24,S,S24,"=(VLOOKUP(S$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(S$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(S$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10","=(VLOOKUP(S$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(S$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(S$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10"
项目评估汇总（昆山90%）,24,T,T24,"=(VLOOKUP(T$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(T$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(T$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10","=(VLOOKUP(T$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(T$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(T$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10"
项目评估汇总（昆山90%）,24,U,U24,"=(VLOOKUP(U$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(U$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(U$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10","=(VLOOKUP(U$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(U$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(U$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10"
项目评估汇总（昆山90%）,24,V,V24,"=(VLOOKUP(V$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(V$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(V$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10","=(VLOOKUP(V$3,配置明细!$B$2:$L$24,11,0)+VLOOKUP(V$3,配置明细!$B$3:$M$24,12,0)+VLOOKUP(V$3,配置明细!$B$3:$N$24,13,0))*运营工时费报价基准!$E$10"
